component,spcd,n,sigma,rmse,sd_pe_pct,fi
FOL_DW,837,55,0.70016049782989,8.98943953486295,531.232326457784,0.855652951857318
FOL_DW,840,31,0.67380494618059,3.82782035790189,57.5323368395051,0.776775336700777
FOL_DW,842,32,0.617322486628926,3.13631284457124,54.3847783325414,0.84727505362498
FOL_DW,901,27,0.40879383141065,5.37071426507385,26.6883560633195,0.767088931014836
FOL_DW,920,7,0.161335278669317,0.794030457735159,82.6324632649655,0.965448661258031
FOL_DW,922,45,0.676312419434959,13.4628567322084,137.990531867854,-3.06088189493673
FOL_DW,931,10,0.242229086134162,1.11947132093743,93.3894410771824,0.837298530862785
FOL_DW,935,7,0.406448569302996,2.497914735382,53.947413168308,0.912112763582038
FOL_DW,950,98,1.3883802064064,8.83766382879699,579.016844893736,0.31479799259168
FOL_DW,951,48,0.367825681415947,5.78009109786825,183.950330583798,0.902943290475752
FOL_DW,952,6,0.22372314012831,1.45008516072651,189.956008874054,0.892327502375469
FOL_DW,970,55,0.395824346577255,2.9223618878718,92.1387970619732,0.80598584705499
FOL_DW,972,104,0.305330496975218,3.06384169581555,99.4375749391574,0.762920957580837
FOL_DW,999,81,0.576752947605282,4.06277372268076,151.07134793074,0.502363474511534
FOL_DW,8468,1,inf,0.12416609141545,,-inf
TT_DW_ADJ,,18465,10.7568718776936,196.280573358295,21.4511171060236,0.974908961352864
TT_DW_ADJ,11,42,12.6111242505353,361.396894994712,17.043406336936,0.978289910637834
TT_DW_ADJ,12,454,5.04847980006069,59.9476094562004,18.3542027171926,0.964343240434107
TT_DW_ADJ,15,90,22.434877989712,604.215653589118,27.1049193243752,0.987777521827562
TT_DW_ADJ,16,11,6.86146593630055,37.2110516996398,32.2066327318504,0.892403748485961
TT_DW_ADJ,17,46,12.6021460343908,198.858019367866,17.6806139737671,0.993698140568333
TT_DW_ADJ,19,227,6.58265390606653,85.3919904686791,19.2984785141327,0.968500226219072
TT_DW_ADJ,20,14,43.0526587869997,893.992018540174,28.2348482182154,0.76362875106031
TT_DW_ADJ,42,5,4.73316609854362,74.9546350559154,10.8053636939466,0.995361191270427
TT_DW_ADJ,68,48,20.5219510796465,238.043857196517,28.0108042509489,0.803152975604218
TT_DW_ADJ,71,299,6.76332489844529,67.9545074542479,28.9188328991053,0.952509340421501
TT_DW_ADJ,73,40,10.3578785499835,217.357897074137,14.1898722989739,0.959463285009291
TT_DW_ADJ,91,30,10.1532667460068,116.58713509601,13.1769275942315,0.941099676568119
TT_DW_ADJ,93,125,9.44080447883052,134.77033974243,20.6358561262741,0.964974691584257
TT_DW_ADJ,94,448,18.9112974350168,306.656157017707,30.1298150011446,0.589974537093684
